,PN,REF,ISD,CPC,IPC,b_cits
155,6134539,52,2000-10-17,1,3,"['4847784', '4891766', '4931950', '4964077', '4977529', '5002491', '5170464', '5189402', '5208745', '5208898', '5239617', '5267865', '5310349', '5311422', '5317688', '5359701', '5372507', '5441415', '5533903', '5535422', '5537141', '5539869', '5566291', '5576844', '5577186', '5597312', '5616033', '5644686', '5673369', '5690496', '5696885', '5720007', '5727950', '5772446', '5788508', '5791907', '5799292', '5806056', '5810747', '5822745', '5823781', '5823788', '5835683', '5868575', '5870768', '5889845']"
156,6125358,64,2000-09-26,2,3,"['4977529', '5002491', '5189402', '5239617', '5267865', '5310349', '5372507', '5441415', '5533903', '5537141', '5539869', '5566291', '5576844', '5577186', '5597312', '5616033', '5644686', '5673369', '5690496', '5696885', '5720007', '5727950', '5772446', '5788508', '5791907', '5799292', '5806056', '5810747', '5822745', '5823781', '5823788', '5835683', '5868575', '5870768', '5889845', '5893123']"
157,6125311,108,2000-09-26,5,3,['NULL']
158,6119185,25,2000-09-12,2,4,['NULL']
159,6118066,11,2000-09-12,4,5,['NULL']
160,6112750,10,2000-09-05,6,2,['NULL']
161,6112181,1187,2000-08-29,8,3,"['3573747', '3609697', '3796830', '3798359', '3798360', '3798605', '3806882', '3829833', '3906448', '3911397', '3924065', '3931504', '3946200', '3956615', '3958081', '3970992', '4048619', '4071911', '4112421', '4120030', '4163280', '4168396', '4196310', '4200913', '4209787', '4217588', '4220991', '4232193', '4232317', '4236217', '4253157', '4262329', '4265371', '4270182', '4278837', '4305131', '4306289', '4309569', '4319079', '4323921', '4328544', '4337483', '4361877', '4375579', '4433207', '4434464', '4442486', '4446519', '4454594', '4458315', '4462076', '4462078', '4465901', '4471163', '4484217', '4494156', '4513174', '4528588', '4528643', '4553252', '4558176', '4558413', '4562306', '4562495', '4577289', '4584641', '4588991', '4589064', '4593183', '4593353', '4593376', '4595950', '4597058', '4634807', '4644493', '4646234', '4652990', '4658093', '4670857', '4672572', '4677434', '4680731', '4683553', '4685056', '4688169', '4691350', '4696034', '4701846', '4712238', '4713753', '4740890', '4747139', '4757533', '4757534', '4768087', '4791565', '4796181', '4799156', '4807288', '4817140', '4823264', '4827508', '4858121', '4864494', '4868877', '4903296', '4924378', '4930073', '4949187', '4977594', '4999806', '5001752', '5005122', '5005200', '5010571', '5023907', '5047928', '5048085', '5050213', '5091966', '5103392', '5103476', '5111390', '5119493', '5126936', '5128525', '5136643', '5136646', '5136647', '5136716', '5146575', '5148481', '5155680', '5168147', '5185717', '5187787', '5214702', '5221833', '5222134', '5224160', '5224163', '5235642', '5241671', '5245165', '5247575', '5257369', '5260999', '5263158', '5265164', '5276735', '5301231', '5311591', '5319705', '5335169', '5337360', '5341429', '5343527', '5347579', '5351293', '5373440', '5373561', '5390247', '5390330', '5394469', '5410598', '5412717', '5418713', '5421006', '5422953', '5428606', '5438508', '5442645', '5444779', '5449895', '5449896', '5450493', '5453601', '5453605', '5455407', '5455861', '5455953', '5457746', '5458494', '5463565', '5473687', '5473692', '5479509', '5485622', '5491800', '5497479', '5497491', '5499298', '5504757', '5504818', '5504837', '5508913', '5509070', '5513261', '5530235', '5530752', '5533123', '5534975', '5535322', '5539735', '5539828', '5550971', '5557518', '5557798', '5563946', '5568552', '5572673', '5592549', '5606609', '5613004', '5621797', '5629980', '5633932', '5634012', '5636292', '5638443', '5640546', '5655077', '5687236', '5689587', '5710834', '5715403', '5732398', '5740549', '5745604', '5748763', '5748783', '5748960', '5754849', '5757914', '5768426', '5774872', '5819263', '5842173']"
162,6101489,71,2000-08-08,3,4,"['4874784', '4891766', '4931950', '4964077', '4977529', '5002491', '5170464', '5189402', '5208745', '5208898', '5239617', '5267865', '5310349', '5311422', '5317688', '5359701', '5372507', '5441415', '5533903', '5535422', '5537141', '5539869', '5566291', '5576844', '5577186', '5597312', '5616033', '5644686', '5673369', '5690496', '5696885', '5720007', '5727950', '5772446', '5788508', '5791907', '5799292', '5806056', '5810747', '5822745', '5823781', '5823788', '5835683', '5868575', '5870768', '5889845']"
163,6097927,31,2000-08-01,9,4,['NULL']
164,7194444,11,2007-03-20,3,6,"['4622013', '4816994', '4847784', '4891766', '4931950', '4964077', '4977529', '5002491', '5170464', '5189402', '5208745', '5208898', '5239617', '5259766', '5267865', '5295230', '5301260', '5310349', '5311422', '5317688', '5326270', '5359701', '5372507', '5395243', '5441415', '5491743', '5533903', '5535422', '5537141', '5539869', '5566291', '5576844', '5577186', '5597312', '5616033', '5644686', '5644727', '5673369', '5690496', '5696885', '5701400', '5720007', '5727161', '5727950', '5745652', '5772446', '5779486', '5788508', '5791907', '5799151', '5799292', '5806056', '5810747', '5822745', '5823781', '5823788', '5827070', '5835683', '5855011', '5868575', '5870768', '5875437', '5889845', '5893123', '5911581', '5974446', '5987443', '6003021', '6015348', '6016486', '6018730', '6018731', '6018732', '6023691', '6023692', '6026386', '6029156', '6029158', '6029159', '6032141', '6039575', '6064998', '6067537', '6067538', '6073127', '6085184', '6101489', '6120300', '6125358', '6134539', '6149438']"
165,7193515,25,2007-03-20,2,1,"['3678278', '4471343', '5182764', '6218943', '6707879', '6807458', '2003/0085163', '2003/0225612', '2004/0088584', '2004/0124982', '2005/0057354', '2005/0065834', '2005/0111618']"
166,7156665,28,2007-01-02,1,1,"['4622013', '4874784', '4891766', '4931950', '4964077', '4977529', '5002491', '5170464', '5189402', '5208745', '5208898', '5239617', '5259766', '5267865', '5310349', '5311422', '5317688', '5326270', '5359701', '5372507', '5395243', '5441415', '5491743', '5533903', '5535422', '5537141', '5539869', '5566291', '5576844', '5577186', '5597312', '5616033', '5644686', '5644727', '5673369', '5690496', '5696885', '5701400', '5720007', '5727161', '5727950', '5727951', '5745652', '5772446', '5779468', '5788508', '5791907', '5799151', '5799292', '5806056', '5810747', '5822745', '5823781', '5823788', '5835683', '5868575', '5870768', '5875437', '5889845', '5893123', '5911581', '5974446', '5987443', '6003021', '6015348', '6016486', '6018730', '6018731', '6018732', '6023691', '6023692', '6026386', '6029156', '6029158', '6029159', '6032141', '6064998', '6067537', '6067538', '6073127', '6085184', '6101489', '6120300', '6125358', '6134539']"
167,7152092,114,2006-12-19,2,1,"['4622013', '4847784', '4931950', '4964077', '4977529', '4981766', '5002491', '5170464', '5183398', '5189402', '5208745', '5208898', '5239617', '5259766', '5263869', '5267865', '5310349', '5311422', '5317688', '5326270', '5359701', '5372507', '5395243', '5441415', '5491743', '5533903', '5535422', '5537141', '5539869', '5566291', '5576844', '5577186', '5597312', '5616033', '5644686', '5644727', '5673369', '5690496', '5696885', '5701400', '5720007', '5727161', '5727950', '5745652', '5772446', '5779486', '5788508', '5791907', '5799151', '5799292', '5806056', '5810747', '5822745', '5823781', '5823788', '5835683', '5868575', '5870768', '5875437', '5889845', '5893123', '5911581', '5974446', '5987443', '6003021', '6014134', '6015348', '6016486', '6018730', '6018731', '6018732', '6023691', '6023692', '6026386', '6029156', '6029158', '6029159', '6032141', '6064998', '6067537', '6067538', '6073127', '6085184', '6101489', '6125358', '6134539', '6160987', '6347333', '6493690', '6505031', 'RE38432']"
168,7143066,90,2006-11-28,8,1,"['3573747', '3609697', '3790700', '3796830', '3798359', '3798360', '3798605', '3806874', '3806882', '3829833', '3845391', '3906448', '3911397', '3924065', '3931504', '3946200', '3946220', '3956615', '3958081', '3970992', '3996449', '4020326', '4048619', '4071911', '4104721', '4112421', '4120030', '4162483', '4163280', '4168396', '4183085', '4196310', '4200913', '4209787', '4217588', '4220991', '4232193', '4232317', '4236217', '4246638', '4253157', '4259720', '4262329', '4265371', '4270182', '4278837', '4305131', '4306289', '4309569', '4319079', '4321672', '4323921', '4328544', '4337483', '4361877', '4375579', '4405829', '4433207', '4434464', '4442484', '4442486', '4446519', '4454594', '4458315', '4462076', '4462078', '4465901', '4471163', '4471216', '4484217', '4494156', '4513174', '4523271', '4525599', '4528588', '4528643', '4529870', '4553252', '4558176', '4558413', '4562305', '4562306', '4562495', '4573119', '4577289', '4578530', '4584639', '4584641', '4588991', '4589064', '4590552', '4593183', '4593353', '4593376', '4595950', '4597058', '4598288', '4599489', '4609777', '4609985', '4621321', '4621334', '4622222', '4634807', '4644493', '4646234', '4652990', '4658093', '4670857', '4672572', '4672605', '4677434', '4677552', '4680731', '4683553', '4683968', '4685056', '4688169', '4691350', '4696034', '4700296', '4701846', '4712238', '4713753', '4727550', '4740890', '4747139', '4748561', '4757533', '4757534', '4757914', '4768087', '4780821', '4791565', '4796181', '4796220', '4798209', '4799156', '4807288', '4816655', '4817140', '4823264', '4827508', '4858121', '4864494', '4864616', '4866769', '4868736', '4868877', '4888798', '4893248', '4893332', '4903296', '4919545', '4924378', '4926480', '4930073', '4937863', '4941175', '4949187', '4953209', '4962533', '4975647', '4975878', '4977594', '4995082', '4999806', '5001752', '5005122', '5005200', '5010571', '5014234', '5022080', '5023907', '5027397', '5032979', '5047928', '5048085', '5050213', '5058162', '5065429', '5079648', '5091966', '5103392', '5103459', '5103476', '5109413', '5111390', '5113518', '5119493', '5126936', '5128525', '5129084', '5136643', '5136646', '5136647', '5136716', '5138712', '5146575', '5148481', '5150407', '5155680', '5163091', '5164988', '5168147', '5185717', '5187787', '5191573', '5199066', '5199074', '5201046', '5201047', '5204897', '5206951', '5208748', '5214702', '5216603', '5218605', '5221833', '5222134', '5224160', '5224163', '5227797', '5235642', '5241671', '5245165', '5247575', '5251294', '5257369', '5260999', '5263157', '5263158', '5263165', '5265164', '5276735', '5276901', '5280479', '5283830', '5285494', '5287407', '5291598', '5301231', '5301326', '5311591', '5319705', '5319735', '5319785', '5325524', '5335169', '5335346', '5337357', '5337360', '5341429', '5343526', '5343527', '5347579', '5349642', '5351293', '5355474', '5359721', '5361359', '5365587', '5367621', '5369702', '5369707', '5371792', '5373440', '5373561', '5383113', '5388211', '5390247', '5390297', '5390330', '5392220', '5392390', '5394469', '5410598', '5412717', '5418713', '5420927', '5421006', '5422953', '5428606', '5432851', '5432928', '5432950', '5438508', '5440634', '5442645', '5444779', '5449895', '5449896', '5450490', '5450493', '5453601', '5453605', '5455407', '5455861', '5455953', '5457746', '5457747', '5458494', '5463565', '5473687', '5473692', '5479509', '5485622', '5490216', '5491800', '5497479', '5497491', '5499298', '5504757', '5504818', '5504837', '5508913', '5509070', '5513261', '5524933', '5530235', '5530752', '5533123', '5534855', '5534975', '5535322', '5537526', '5539735', '5539828', '5550971', '5553282', '5557518', '5557798', '5563946', '5568552', '5572673', '5574962', '5577209', '5581800', '5592549', '5603031', '5606609', '5613004', '5621797', '5625693', '5629770', '5629980', '5633932', '5634012', '5636276', '5636292', '5638443', '5638504', '5640546', '5649099', '5655077', '5671279', '5678170', '5687236', '5689565', '5689566', '5689587', '5692047', '5692180', '5699427', '5710834', '5715314', '5715403', '5717923', '5721788', '5724424', '5724425', '5732398', '5740549', '5745569', '5745604', '5745678', '5748763', '5748783', '5748960', '5754849', '5757914', '5758152', '5765152', '5768426', '5774872', '5787334', '5802590', '5819263', '5842173', '5845281', '5892899', '5892900', '5896454', '5910987', '5915019', '5917912', '5920861', '5940504', '5940505', '5943422', '5949876', '5956408', '5966440', '5978484', '5982891', '5999949', '6009170', '6016393', '6102965', '6112181', '6135646', '6138119', '6157721', '6185683', '6237786', '6240185', '6253193', '6292569', '6363488', '6389402', '6427140', '6449367', '6640304', '6658568', '6668325', '6618484']"
169,7117191,18,2006-10-03,13,1,"['4002848', '4154983', '4464543', '4805209', '5003584', '5048079', '5159698', '5233642', '5263120', '5291547', '5311572', '5313641', '5325290', '5327144', '5335278', '5345595', '5375244', '5418844', '5432845', '5463681', '5475746', '5495521', '5504810', '5506893', '5515425', '5515427', '5517555', '5574782', '5586175', '5592530', '5596632', '5602906', '5606600', '5627886', '5640446', '5768354', '5790645', '5805686', '5854834', '5875236', '5907602', '5963625', '6208720', '6601048', '6732082']"
170,7117189,9,2006-10-03,2,2,"['4622013', '4874784', '4931950', '4964077', '4977529', '4981766', '5002491', '5170464', '5189402', '5208745', '5208898', '5239617', '5259755', '5267865', '5310349', '5311422', '5317688', '5326270', '5327507', '5359701', '5395243', '5441415', '5491743', '5533903', '5535422', '5537141', '5539869', '5566291', '5576844', '5577186', '5597312', '5616033', '5644686', '5644727', '5673369', '5690496', '5696885', '5701400', '5710007', '5727161', '5727950', '5745652', '5772446', '5779468', '5788508', '5791907', '5799151', '5799292', '5806056', '5810747', '5822745', '5823781', '5823788', '5835683', '5868575', '5870768', '5875437', '5889845', '5893123', '5904484', '5911581', '5974446', '5980447', '5987443', '6003021', '6015348', '6015486', '6018730', '6018731', '6018732', '6023691', '6023692', '6026386', '6029156', '6029158', '6029159', '6032141', '6064998', '6067537', '6067538', '6073127', '6075968', '6085184', '6101489', '6125358', '6134539', '6210272', '6262730', '6425764']"
171,7110983,91,2006-09-19,8,1,"['3573747', '3609697', '3790700', '3796830', '3798359', '3798360', '3798605', '3806874', '3806882', '3829833', '3845391', '3906448', '3911397', '3924065', '3931504', '3946200', '3946220', '3956615', '3958081', '3970992', '3996449', '4020326', '4048619', '4071911', '4104721', '4112421', '4120030', '4162483', '4163280', '4168396', '4183085', '4196310', '4200913', '4209787', '4217588', '4220991', '4232193', '4232317', '4236217', '4246638', '4253157', '4259720', '4262329', '4265371', '4270182', '4278837', '4305131', '4306289', '4309569', '4319079', '4321672', '4323921', '4328544', '4337483', '4361877', '4375579', '4405829', '4433207', '4434464', '4442484', '4442486', '4446519', '4454594', '4458315', '4462076', '4462078', '4465901', '4471163', '4471216', '4484217', '4494156', '4513174', '4523271', '4525599', '4528588', '4528643', '4529870', '4553252', '4558176', '4558413', '4562305', '4562306', '4562495', '4573119', '4577289', '4578530', '4584639', '4584641', '4588991', '4589064', '4590552', '4593183', '4593353', '4593376', '4595950', '4597058', '4598288', '4599489', '4609777', '4609985', '4621321', '4621334', '4622222', '4634807', '4644493', '4646234', '4652990', '4658093', '4670857', '4672572', '4672605', '4677434', '4677552', '4680731', '4683553', '4683968', '4685056', '4688169', '4691350', '4696034', '4700296', '4701846', '4712238', '4713753', '4727550', '4740890', '4747139', '4748561', '4757533', '4757534', '4757914', '4768087', '4780821', '4791565', '4796181', '4796220', '4798209', '4799156', '4807288', '4816655', '4817140', '4823264', '4827508', '4858121', '4864494', '4864616', '4866769', '4868736', '4868877', '4888798', '4893248', '4893332', '4903296', '4919545', '4924378', '4926480', '4930073', '4937863', '4941175', '4949187', '4953209', '4962533', '4975647', '4975878', '4977594', '4995082', '4999806', '5001752', '5005122', '5005200', '5010571', '5014234', '5022080', '5023907', '5027397', '5032979', '5047928', '5048085', '5050213', '5058162', '5065429', '5079648', '5091966', '5103392', '5103459', '5103476', '5109413', '5111390', '5113518', '5119493', '5126936', '5128525', '5129084', '5136643', '5136646', '5136647', '5136716', '5138712', '5146575', '5148481', '5150407', '5155680', '5163091', '5164988', '5168147', '5185717', '5187787', '5191573', '5199066', '5199074', '5201046', '5201047', '5204897', '5206951', '5208748', '5214702', '5216603', '5218605', '5221833', '5222134', '5224160', '5224163', '5227797', '5235642', '5241671', '5245165', '5247575', '5251294', '5257369', '5260999', '5263157', '5263158', '5263165', '5265164', '5276735', '5276901', '5280479', '5283830', '5285494', '5287407', '5291598', '5301231', '5301326', '5311591', '5319705', '5319735', '5325524', '5335169', '5335346', '5337357', '5337360', '5341429', '5343526', '5343527', '5347579', '5349642', '5351293', '5355474', '5359721', '5361359', '5365587', '5367621', '5369702', '5369707', '5371792', '5373440', '5373561', '5383113', '5388211', '5390247', '5390297', '5390330', '5392220', '5392390', '5394469', '5410598', '5412717', '5418713', '5420927', '5421006', '5422953', '5428606', '5432851', '5432928', '5432950', '5438508', '5440634', '5442645', '5444779', '5449895', '5449896', '5450490', '5450493', '5453601', '5453605', '5455407', '5455861', '5455953', '5457746', '5457747', '5458494', '5463565', '5473687', '5473692', '5479509', '5485622', '5490216', '5491800', '5497479', '5497491', '5499298', '5504757', '5504818', '5504837', '5508913', '5509070', '5513261', '5524933', '5530235', '5530752', '5533123', '5534855', '5534975', '5535322', '5537526', '5539735', '5539828', '5550971', '5553282', '5557518', '5557798', '5563946', '5568552', '5572673', '5574962', '5577209', '5581800', '5592549', '5603031', '5606609', '5613004', '5621797', '5625693', '5629770', '5629980', '5633932', '5634012', '5636276', '5636292', '5638443', '5638504', '5640546', '5649099', '5655077', '5671279', '5678170', '5687236', '5689565', '5689566', '5689587', '5692047', '5692180', '5699427', '5710834', '5715314', '5715403', '5717923', '5721788', '5724424', '5724425', '5732398', '5740549', '5745569', '5745604', '5745678', '5748763', '5748783', '5748960', '5754849', '5757914', '5758152', '5765152', '5768426', '5774872', '5787334', '5802590', '5819263', '5842173', '5845281', '5892899', '5892900', '5896454', '5910987', '5915019', '5917912', '5920861', '5940504', '5940505', '5943422', '5949876', '5956408', '5966440', '5978484', '5982891', '5999949', '6009170', '6016393', '6102965', '6112181', '6135646', '6138119', '6157721', '6185683', '6237786', '6240185', '6253193', '6292569', '6363488', '6389402', '6427140', '6449367', '6618484', '6640304', '6658568', '6668325', '6807534']"
